               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.021984,            0.013814,          0.00084252,             0.94212,             0.95778,             0.95567,             0.62674,            0.034277,           0.0097645,           0.0017038,             0.00109,             0.00109,             0.00109
                 155,            0.021757,            0.013731,           0.0013135,             0.93874,             0.93148,             0.94888,              0.6091,            0.034516,           0.0098134,           0.0017265,           0.0010318,           0.0010318,           0.0010318
                 156,            0.021155,            0.013876,           0.0008933,             0.94125,             0.95799,             0.95283,             0.63655,            0.034062,           0.0097966,            0.001636,          0.00097353,          0.00097353,          0.00097353
                 157,            0.020114,             0.01567,          0.00071989,              0.9411,             0.95808,             0.95197,             0.62991,            0.034183,           0.0098062,           0.0016174,          0.00091529,          0.00091529,          0.00091529
                 158,            0.018537,            0.013783,           0.0010255,             0.93874,             0.93632,             0.94336,             0.61354,            0.034121,           0.0097874,           0.0015517,          0.00085706,          0.00085706,          0.00085706
                 159,            0.023904,            0.016191,          0.00092714,             0.94795,             0.94278,             0.95238,             0.62955,            0.034118,           0.0097607,           0.0015347,          0.00079882,          0.00079882,          0.00079882
                 160,             0.01798,            0.013056,          0.00098223,             0.95567,             0.93407,             0.95004,              0.6186,            0.034358,           0.0097339,           0.0015183,          0.00074059,          0.00074059,          0.00074059
                 161,            0.026861,            0.012708,           0.0012551,             0.96012,             0.92997,             0.95146,             0.63017,             0.03419,           0.0096948,           0.0014371,          0.00068235,          0.00068235,          0.00068235
                 162,            0.020979,            0.016039,          0.00096231,             0.95899,             0.92994,              0.9566,             0.62489,            0.034046,           0.0096982,           0.0014187,          0.00062412,          0.00062412,          0.00062412
                 163,            0.023503,            0.014728,           0.0016449,             0.95683,             0.92801,               0.957,              0.6344,            0.033971,           0.0096772,           0.0013805,          0.00056588,          0.00056588,          0.00056588
                 164,            0.018489,            0.013862,          0.00090252,             0.95716,             0.92868,             0.95729,             0.63073,            0.034109,           0.0096749,           0.0013644,          0.00050765,          0.00050765,          0.00050765
                 165,            0.018525,            0.012558,           0.0009095,             0.96178,             0.92747,              0.9547,             0.63524,            0.034072,           0.0096697,           0.0013644,          0.00044941,          0.00044941,          0.00044941
                 166,            0.020386,            0.018174,           0.0011718,             0.95487,             0.92802,              0.9573,             0.62913,            0.033907,           0.0096739,           0.0013612,          0.00039118,          0.00039118,          0.00039118
                 167,             0.01797,            0.016268,           0.0010521,             0.95501,             0.92832,             0.95762,             0.61559,            0.033965,           0.0096696,           0.0013439,          0.00033294,          0.00033294,          0.00033294
                 168,            0.018172,            0.013816,          0.00090345,             0.96139,             0.92704,             0.95808,               0.623,            0.034038,           0.0096414,           0.0013377,          0.00027471,          0.00027471,          0.00027471
                 169,            0.017602,            0.014549,           0.0012185,             0.95915,             0.92831,             0.95835,             0.62262,            0.033978,           0.0096519,           0.0013102,          0.00021647,          0.00021647,          0.00021647
